Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	Characteristics[disease]	characteristics[biological replicate]	Characteristics[cell line]	characteristics[individual]	assay name	comment[label]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[data file]	Material Type	factor value[cell line]	sampleChecksum	sampleAccession
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 31	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01609.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01609.raw	cell	MDAMB468	04cbb4cf3efa340c507f4848bc01e7fb093d7e06f6b283a72138442ef54701e8	SAMEA7713386
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 32	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01610.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01610.raw	cell	MDAMB468	04cbb4cf3efa340c507f4848bc01e7fb093d7e06f6b283a72138442ef54701e8	SAMEA7713386
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 33	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01611.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01611.raw	cell	MDAMB468	04cbb4cf3efa340c507f4848bc01e7fb093d7e06f6b283a72138442ef54701e8	SAMEA7713386
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 34	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01612.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01612.raw	cell	MDAMB468	04cbb4cf3efa340c507f4848bc01e7fb093d7e06f6b283a72138442ef54701e8	SAMEA7713386
PXD008222-Sample 7	Homo sapiens	breast	adult	epithelial	Black	51Y	female	breast carcinoma	1	MDAMB468	not available	run 35	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01613.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01613.raw	cell	MDAMB468	04cbb4cf3efa340c507f4848bc01e7fb093d7e06f6b283a72138442ef54701e8	SAMEA7713386
PXD008222-Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	run 36	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01615.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01615.raw	cell	MCF10A	95789c1e41cd0fb83b53dc1c33290c14678fe9c7168288eee9d8232c9ef4ccc4	SAMEA7713387
PXD008222-Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	run 37	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01616.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01616.raw	cell	MCF10A	95789c1e41cd0fb83b53dc1c33290c14678fe9c7168288eee9d8232c9ef4ccc4	SAMEA7713387
PXD008222-Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	run 38	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01617.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01617.raw	cell	MCF10A	95789c1e41cd0fb83b53dc1c33290c14678fe9c7168288eee9d8232c9ef4ccc4	SAMEA7713387
PXD008222-Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	run 39	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01618.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01618.raw	cell	MCF10A	95789c1e41cd0fb83b53dc1c33290c14678fe9c7168288eee9d8232c9ef4ccc4	SAMEA7713387
PXD008222-Sample 8	Homo sapiens	breast	adult	epithelial	Caucasian	36Y	female	fibrocystic disease	1	MCF10A	not available	run 40	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01619.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01619.raw	cell	MCF10A	95789c1e41cd0fb83b53dc1c33290c14678fe9c7168288eee9d8232c9ef4ccc4	SAMEA7713387
PXD008222-Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	run 41	AC=MS:1002038;NT=label free sample	2	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01623.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01623.raw	cell	MDAMB453	7f4f4e1883eb787f6c90348b6dde1e07f0a288acb2147de9965553554e9730f6	SAMEA7713385
PXD008222-Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	run 42	AC=MS:1002038;NT=label free sample	2	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01624.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01624.raw	cell	MDAMB453	7f4f4e1883eb787f6c90348b6dde1e07f0a288acb2147de9965553554e9730f6	SAMEA7713385
PXD008222-Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	run 43	AC=MS:1002038;NT=label free sample	2	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01625.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01625.raw	cell	MDAMB453	7f4f4e1883eb787f6c90348b6dde1e07f0a288acb2147de9965553554e9730f6	SAMEA7713385
PXD008222-Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	run 44	AC=MS:1002038;NT=label free sample	2	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01626.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01626.raw	cell	MDAMB453	7f4f4e1883eb787f6c90348b6dde1e07f0a288acb2147de9965553554e9730f6	SAMEA7713385
PXD008222-Sample 6	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	metastatic carcinoma	1	MDAMB453	not available	run 45	AC=MS:1002038;NT=label free sample	2	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01627.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01627.raw	cell	MDAMB453	7f4f4e1883eb787f6c90348b6dde1e07f0a288acb2147de9965553554e9730f6	SAMEA7713385
PXD008222-Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	run 46	AC=MS:1002038;NT=label free sample	2	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01637.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01637.raw	cell	MDAMB231	06c689e570556a9221cf8ffcea7b6a514741fee6791c3aefa539c49493373bf0	SAMEA7713384
PXD008222-Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	run 47	AC=MS:1002038;NT=label free sample	2	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01638.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01638.raw	cell	MDAMB231	06c689e570556a9221cf8ffcea7b6a514741fee6791c3aefa539c49493373bf0	SAMEA7713384
PXD008222-Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	run 48	AC=MS:1002038;NT=label free sample	2	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01639.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01639.raw	cell	MDAMB231	06c689e570556a9221cf8ffcea7b6a514741fee6791c3aefa539c49493373bf0	SAMEA7713384
PXD008222-Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	run 49	AC=MS:1002038;NT=label free sample	2	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01640.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01640.raw	cell	MDAMB231	06c689e570556a9221cf8ffcea7b6a514741fee6791c3aefa539c49493373bf0	SAMEA7713384
PXD008222-Sample 5	Homo sapiens	breast	adult	epithelial	Caucasian	51Y	female	breast carcinoma	1	MDAMB231	not available	run 50	AC=MS:1002038;NT=label free sample	2	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01641.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01641.raw	cell	MDAMB231	06c689e570556a9221cf8ffcea7b6a514741fee6791c3aefa539c49493373bf0	SAMEA7713384
PXD008222-Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	run 51	AC=MS:1002038;NT=label free sample	2	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01643.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01643.raw	cell	MDAMB453	3177a54183002dbea53d11e476f7ae4970507699a74704e39830875c7b08b704	SAMEA7713381
PXD008222-Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	run 52	AC=MS:1002038;NT=label free sample	2	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01644.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01644.raw	cell	MDAMB453	3177a54183002dbea53d11e476f7ae4970507699a74704e39830875c7b08b704	SAMEA7713381
PXD008222-Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	run 53	AC=MS:1002038;NT=label free sample	2	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01645.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01645.raw	cell	MDAMB453	3177a54183002dbea53d11e476f7ae4970507699a74704e39830875c7b08b704	SAMEA7713381
PXD008222-Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	run 54	AC=MS:1002038;NT=label free sample	2	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01646.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01646.raw	cell	MDAMB453	3177a54183002dbea53d11e476f7ae4970507699a74704e39830875c7b08b704	SAMEA7713381
PXD008222-Sample 2	Homo sapiens	breast	adult	epithelial	Caucasian	48Y	female	breast carcinoma	1	MDAMB453	not available	run 55	AC=MS:1002038;NT=label free sample	2	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01647.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01647.raw	cell	MDAMB453	3177a54183002dbea53d11e476f7ae4970507699a74704e39830875c7b08b704	SAMEA7713381
PXD008222-Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 56	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01707.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01707.raw	cell	HCC1806	68d53d41795070f982966d7fe17e0d35bd46db909aea9298f1d46977ac33d537	SAMEA7713388
PXD008222-Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 57	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01708.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01708.raw	cell	HCC1806	68d53d41795070f982966d7fe17e0d35bd46db909aea9298f1d46977ac33d537	SAMEA7713388
PXD008222-Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 58	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01709.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01709.raw	cell	HCC1806	68d53d41795070f982966d7fe17e0d35bd46db909aea9298f1d46977ac33d537	SAMEA7713388
PXD008222-Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 59	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01710.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01710.raw	cell	HCC1806	68d53d41795070f982966d7fe17e0d35bd46db909aea9298f1d46977ac33d537	SAMEA7713388
PXD008222-Sample 9	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 60	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01711.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01711.raw	cell	HCC1806	68d53d41795070f982966d7fe17e0d35bd46db909aea9298f1d46977ac33d537	SAMEA7713388
PXD008222-Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	run 61	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01713.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01713.raw	cell	DU4475	949665657ded4c0c76c73b307567ea3c63f794a6f4a2cad7e4fcce984df2c1dc	SAMEA7713389
PXD008222-Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	run 62	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01714.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01714.raw	cell	DU4475	949665657ded4c0c76c73b307567ea3c63f794a6f4a2cad7e4fcce984df2c1dc	SAMEA7713389
PXD008222-Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	run 63	AC=MS:1002038;NT=label free sample	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01715.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01715.raw	cell	DU4475	949665657ded4c0c76c73b307567ea3c63f794a6f4a2cad7e4fcce984df2c1dc	SAMEA7713389
PXD008222-Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	run 64	AC=MS:1002038;NT=label free sample	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01716.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01716.raw	cell	DU4475	949665657ded4c0c76c73b307567ea3c63f794a6f4a2cad7e4fcce984df2c1dc	SAMEA7713389
PXD008222-Sample 10	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	1	DU4475	not available	run 65	AC=MS:1002038;NT=label free sample	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01717.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01717.raw	cell	DU4475	949665657ded4c0c76c73b307567ea3c63f794a6f4a2cad7e4fcce984df2c1dc	SAMEA7713389
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 66	AC=MS:1002038;NT=label free sample	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01725.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01725.raw	cell	HCC1806	332a416aa46c17377259bc2de72322ee7756d450c2b607fee7db8a7272831d67	SAMEA7713390
PXD008222-Sample 11	Homo sapiens	breast	adult	epithelial	Black	60Y	female	primary acantholytic squamous cell carcinoma	1	HCC1806	not available	run 67	AC=MS:1002038;NT=label free sample	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q01726.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q01726.raw	cell	HCC1806	332a416aa46c17377259bc2de72322ee7756d450c2b607fee7db8a7272831d67	SAMEA7713390
